"acte";"nb_actes";"nb_sej_0_nuit";"dms"
"EDSF0130";"27";".";"6.20833333333333"
"EDSF0140";"1480";"77";"7.60493827160494"
"EDSF0150";"647";"30";"15.2893890675241"
"EDSF0160";"1919";"163";"7.46372239747634"
"EEAA0020";"187";".";"14.1032608695652"
"EEAF0010";"6780";"237";"8.9993909866017"
"EEAF0020";"3690";"207";"4.91417802261525"
"EEAF0030";"9404";"396";"7.61724709784411"
"EEAF0040";"11218";"602";"4.98700101410528"
"EEAF0050";"1171";"114";"5.48378615249781"
"EEAF0060";"19983";"984";"5.54307580928741"
"EECA0010";"3314";".";"10.8161696895173"
"EECA0020";"1023";".";"12.9486404833836"
"EECA0030";"3758";".";"13.3482600485567"
"EECA0050";"224";".";"21.9230769230769"
"EECA0060";"260";".";"18.6"
"EECA0070";"277";".";"19.3933823529411"
"EECA0080";"1708";".";"15.9708680142687"
"EECA0090";"2302";"77";"11.3032083145051"
"EECA0100";"1143";".";"15.9536128456735"
"EECA0120";"849";".";"12.9021739130434"
"EEFA0010";"6920";"17";"10.7734492058735"
"EEFA0020";"1910";"15";"13.9446927374301"
"EEFA0030";"1053";".";"12.821083172147"
"EEFA0040";"4031";"31";"12.8747697974217"
"EEFA0050";"35";".";"4.71428571428571"
"EEFA0060";"357";".";"13.8620689655172"
"EEGA0010";"513";".";"22.6960985626283"
"EEGA0020";"762";".";"20.0309555854643"
"EEJF0010";"1653";"26";"7.70454545454545"
"EEKA0010";"744";".";"11.3220108695652"
"EELF0020";"838";"29";"7.33663366336633"
"EENF0010";"659";".";"12.7513227513227"
"EENF0020";"1377";".";"9.81759853345554"
"EEPF0010";"4749";"229";"6.55690177412375"
"EEPF0020";"4432";"155";"9.07389046270066"
"EEQH0010";"843";"119";"8.91736526946107"
"EEQH0020";"3521";"97";"9.71971066907775"
"EEQH0030";"226";"31";"13.0547945205479"
"EEQH0040";"530";".";"11.1705426356589"
"EEQH0050";"3021";"96";"8.6717877094972"
"EEQH0060";"5831";"320";"8.99785446093331"
"EESA0010";"168";".";"19.6347305389221"
"EESF0010";"121";".";"10.8706896551724"
"EESF0040";"127";"13";"13.192"
"EESF0050";"13";".";"7.15384615384615"
"EESF0060";"205";"12";"16.9378238341968"
"EESF0070";"243";"13";"13.0165975103734"
"EFAF0010";"900";"676";"1.78114478114478"
"EFAF0020";"9809";"7244";"1.17735968713666"
"EFCA0010";"902";"533";"5.18834080717488"
"EFCA0020";"221";"103";"6.02747252747252"
"EFFA0010";"608";"385";"4.08072487644151"
"EFJF0010";"220";"132";"3.73611111111111"
"EFLF0010";"141";"80";"2.28571428571428"
"EFNF0010";"97";".";"9.56976744186046"
"EFPF0010";"50";"18";"3.16326530612245"
"EFPF0020";"153";"93";"4.63815789473684"
"EFQH0010";"622";"118";"18.3246527777777"
"EFQH0020";"153";"20";"11.6644736842105"
"EFQH0030";"967";"620";"4.19202518363064"
"EFQH0040";"40";".";"8.05"
"EFQH0050";"1800";"611";"9.27490039840637"
"EFQH0060";"271";"104";"8.40754716981132"
"EFQH0070";"94";"20";"7.53763440860215"
"EFQM0010";"57026";"10959";"18.0016130286069"
"EFSA0010";"1878";"1323";"2.00802997858672"
"EGAF0010";"23";".";"2.21739130434782"
"EGAF0020";"346";"45";"3.80864197530864"
"EGAF0030";"114";"38";"3.91818181818181"
"EGAF0040";"37";"11";"1.97222222222222"
"EGCA0020";"645";".";"8.59345794392523"
"EGED0010";"5256";"1917";"1.17245326211369"
"EGFA0010";"6350";"2828";"1.18079721607086"
"EGFA0020";"6484";"1745";"1.76365042536736"
"EGFA0030";"8686";"2785";"1.57336893429301"
"EGFA0040";"223";"94";"3.37556561085972"
"EGFA0050";"3459";"2182";"0.71064950263311"
"EGFA0060";"408";"285";"1.16009852216748"
"EGFA0070";"742";"429";"1.10405405405405"
"EGFA0080";"39";"28";"0.89473684210526"
"EGFA0090";"20";".";"13.35"
"EGFA0100";"1026";"811";"0.32451678535096"
"EGFC0010";"437";"282";"0.53676470588235"
"EGHF0010";"53";"18";"2.66037735849056"
"EGHF0030";"334";"28";"2.42296072507552"
"EGJA0010";"407";"176";"1.68686868686868"
"EGJF0020";"59";".";"8.11320754716981"
"EGLF0010";"13211";"472";"32.1660755453094"
"EGLF0020";"391";"310";"3.94117647058823"
"EGNF0020";"33";".";"7"
"EGNP0010";"2080";"1793";"0.79691268692715"
"EGPA0010";"149";".";"5.59731543624161"
"EGPF0010";"202";"11";"4.32105263157894"
"EGSA0010";"51";"16";"1.8235294117647"
"EGSA0020";"115";"82";"1.07964601769911"
"EGSF0010";"2059";"1541";"0.17272727272727"
"EGSF0020";"3153";"2791";"0.16176956091119"
"EGSF0030";"13";".";"0.84615384615384"
"EGSP0010";"2668";"2308";"0.78262504701015"
"EHAF0010";"104";".";"15.4951456310679"
"EHAF0020";"17";".";"15.0588235294117"
"EHAF0030";"11";".";"3.5"
"EHAF0040";"130";".";"13.0629921259842"
"EHBD0010";"400";".";"20.7557251908396"
"EHCA0020";"16";".";"25.25"
"EHCA0030";"177";".";"34.5029585798816"
"EHCA0050";"14";".";"25.2857142857142"
"EHCA0060";"22";".";"19.9545454545454"
"EHCA0080";"404";".";"21.4719387755102"
"EHCA0090";"13";".";"48.8333333333333"
"EHCF0020";"913";"27";"12.5144175317185"
"EHFA0010";"119";".";"28.7663551401869"
"EHLA0010";"26";".";"10.7692307692307"
"EHNE0010";"10975";"3947";"4.39393100903892"
"EHNE0020";"3453";"374";"10.6624586714758"
"EHPF0010";"86";".";"10.4047619047619"
"EHQH0010";"691";"68";"15.9343283582089"
"EHSF0010";"789";"37";"6.53604193971166"
"EJBA0010";"38";"36";"0.13157894736842"
"EJCA0010";"298";"34";"10.0103092783505"
"EJCA0020";"92";".";"7.92391304347826"
"EJCA0030";"46";".";"16.0652173913043"
"EJFA0020";"44578";"36753";"0.15520739129372"
"EJFA0040";"518";"382";"0.47983870967741"
"EJFA0060";"12488";"9174";"0.25252066491052"
"EJFA0070";"2179";"1648";"0.5389423076923"
"EJFA0080";"236";"209";"0.5695652173913"
"EJFA0090";"63";"57";"0.1967213114754"
"EJFB0010";"2971";"2748";"0.099173553719"
"EJGA0010";"9446";"7836";"0.16317754894194"
"EJGA0020";"56235";"43862";"0.18785350395122"
"EJGA0030";"2180";"1740";"0.28619691119691"
"EJNF0020";"213";"177";"1.24401913875598"
"EJNJ0010";"573";"506";"0.7631103074141"
"EJQH0010";"62";"49";"0.41666666666666"
"EJQH0020";"27";"11";"3.59259259259259"
"EJQH0030";"52";"22";"4.18367346938775"
"EJQH0040";"16";".";"6.46666666666666"
"EJQH0050";"14";".";"1.91666666666666"
"EJQH0060";"97";"27";"5.2"
"EJQM0010";"22925";"14879";"3.72086254795607"
"EJQM0030";"183164";"7757";"12.0116368790759"
"EJQM0040";"45854";"3696";"12.0812270272723"
"EJQP0010";"124";"74";"9.74193548387096"
"EJSA0010";"14261";"12159";"0.17033251869954"
"EJSA0030";"752";"365";"3.05503355704698"
"EJSF0080";"17863";"15468";"0.07084806749798"
"EJSF0320";"12269";"10022";"0.11729365006007"
"EJSF9000";"5432";"5135";"0.04093678598629"
"EKQH0010";"1057";"91";"12.2829076620825"
"EKQH0020";"8121";"7061";"1.05612815099962"
"EKQJ0010";"83";".";"17.5853658536585"
"EKSA0010";"50";"11";"5.97959183673469"
"EKSA0020";"44";"12";"5.34883720930232"
"ELCA0020";"112";".";"18.5321100917431"
"ELFA0010";"372";".";"22.9581005586592"
"ELGA0010";"12";".";"4.41666666666666"
"ELQH0010";"4076";"300";"16.0706329801684"
"ELQH0020";"23464";"2162";"13.1421606248024"
"ELQJ0010";"1161";"209";"12.0157205240174"
"ELQJ0020";"32";".";"7.2"
"ELQJ0030";"347";"56";"16.3539823008849"
"ELQM0010";"11785";"5750";"4.40166502551248"
"ELQM0020";"2464";"421";"7.51380042462845"
"ELSA0010";"14";".";"2.75"
"ELSA0020";"438";".";"7.83218390804597"
"ELSC0010";"99";"66";"0.36842105263157"
"ELSF0010";"14";".";"7.35714285714285"
"EMLA0010";"58";".";"26.9811320754717"
"EMMA0010";"53";".";"13.8653846153846"
"EMNH0010";"248";"143";"4.36974789915966"
"EMPA0010";"168";".";"5.55194805194805"
"EMQH0010";"23447";"1409";"14.7425795764874"
"EMQJ0010";"817";"25";"15.5611866501854"
"EMSA0010";"84";".";"11.7710843373494"
"EMSA0020";"104";".";"8.17"
"ENAF0010";"231";".";"7.84279475982532"
"ENAF0020";"481";"36";"6.71035940803382"
"ENCA0010";"45";".";"10.2"
"ENFA0010";"821";".";"12.7182389937106"
"ENFA0020";"252";"36";"3.26970954356846"
"ENFA0030";"68";".";"14.8615384615384"
"ENFA0040";"676";".";"15.230534351145"
"ENFA0050";"257";".";"15.6166007905138"
"ENFA0060";"1181";".";"12.3978494623655"
"ENFA0070";"13";".";"13.0833333333333"
"ENFF0010";"102";".";"13.99"
"ENLF0010";"118915";"2045";"19.9716540922225"
"ENNF0010";"69";".";"14.8484848484848"
"ENNH0010";"110";"60";"12.7850467289719"
"ENQX0110";"1706";"258";"11.2869047619047"
"ENSF0010";"149";".";"12.7708333333333"
"ENSF0020";"79";".";"5.93421052631579"
"ENSF0030";"61";".";"10.9298245614035"
"EPCA0010";"1948";"388";"2.72024729520865"
"EPCA0020";"68";".";"9"
"EPCA0030";"33";"11";"11.1612903225806"
"EPFA0010";"169";"80";"3.06060606060606"
"EPFA0030";"52";"15";"2.34615384615384"
"EPFA0040";"142";"64";"1.98518518518518"
"EPFA0050";"197";"134";"0.96491228070175"
"EPFA0060";"1327";".";"15.8102134146341"
"EPJB0150";"19";".";"6.21052631578947"
"EPLA0020";"3077";"759";"15.3162299854439"
"EPLB0020";"195";".";"32.9823008849557"
"EPLF0010";"23482";"379";"17.5834689228766"
"EPLF0020";"208840";"12593";"20.5759394556486"
"EPLF0030";"2903";"554";"18.9754400327466"
"EPLF0040";"6871";"2270";"12.4748341155526"
"EPLF0050";"18640";"3196";"22.0759315504852"
"EPMA0010";"14";".";"11.9285714285714"
"EPPF0010";"124";"48";"3.82786885245901"
"EPPF0030";"47";"27";"1.44680851063829"
"EPPP0020";"1980";"1286";"9.2345971563981"
"EPPP0030";"6800";"6250";"2.96415270018622"
"EQBP0010";"4313";"421";"9.09982788296041"
"EQCF0010";"524";".";"30.886524822695"
"EQCF0020";"988";".";"28.2773480662983"
"EQGA0010";"1405";"34";"38.4345757335448"
"EQGA0020";"113";".";"47.3394495412844"
"EQGA0030";"76";".";"45.4788732394366"
"EQGA0040";"49";".";"59.8913043478261"
"EQKA0020";"14";".";"78.5714285714285"
"EQKA0030";"21";".";"31.5294117647058"
"EQLA0010";"279";".";"33.6546184738955"
"EQLA0020";"3215";"189";"26.5268644747393"
"EQLA0030";"31";".";"32.2857142857142"
"EQLA0040";"21";".";"50.35"
"EQLA0060";"12";".";"48.1666666666666"
"EQLA0070";"24";".";"45.1739130434782"
"EQLA0080";"190";".";"55.0335195530726"
"EQLA0100";"26";".";"114.884615384615"
"EQLA0110";"73";".";"40.9"
"EQLF0010";"36773";"316";"21.3459388836466"
"EQLF0020";"145971";"10818";"13.8889145728643"
"EQLF0030";"453472";"3979";"20.1310829145085"
"EQLF0040";"6060";"455";"21.5464766111222"
"EQLF0050";"11030";"63";"34.9511373209772"
"EQMF0030";"4833";"364";"4.02700127064803"
"EQMP0010";"4109";"34";"22.8392315470171"
"EQQF0010";"1673";"223";"7.36479902557856"
"EQQF0020";"5053";"500";"5.69137670196671"
"EQQF0030";"2230";"422";"6.17486338797814"
"EQQF0040";"401";".";"5.60459183673469"
"EQQF0060";"15833";"2099";"7.89112079531526"
"EQQF0070";"26";"13";"2.76"
"EQQH0010";"937";"89";"7.73434125269978"
"EQQH0020";"614";"39";"7.5311475409836"
"EQQH0040";"532";"12";"4.73962264150943"
"EQQH0050";"469";".";"10.2934782608695"
"EQQH0060";"1162";"30";"5.67361111111111"
"EQQJ0010";"2782";".";"22.8395849960095"
"EQQM0010";"18838";"79";"22.25"
"EQQM0030";"10694";"1775";"12.3182413916358"
"EQQM0040";"462";"210";"3.06521739130434"
"EQQM0050";"49";".";"20.7666666666666"
"EQQM0060";"71939";"17759";"7.73233842821037"
"EQQP0010";"1658";"743";"5.55492424242424"
"EQQP0020";"6611";"2320";"3.61914824447334"
"EQQP0030";"30274";"15007";"2.38727410155981"
"EQQP0040";"16257";"152";"27.3379422529483"
"EQQP0050";"3145";"1758";"3.25040387722132"
"EQQP0070";"12422";"790";"12.5479422066549"
"EQQP0080";"31767";"4946";"7.58354957930329"
"EQQP0090";"825";"652";"1.41860465116279"
"EQQP0100";"979";"569";"1.13626126126126"
"EQQP0110";"830028";"4120";"18.8038424544758"
"EQQP0120";"17599";"41";"24.8881565396498"
"EQQP0130";"8429";"21";"40.7788617886178"
"EQQP0140";"13843";"44";"23.6059282371294"
"EQRM0010";"291";"275";"0.25951557093425"
"EQRP0010";"260";"225";"1.08333333333333"
"EQRP0020";"8625";"6390";"1.05065378725409"
"EQRP0080";"5627";"3263";"2.49411338525629"
"EZAF0010";"9803";"4790";"1.87807920174618"
"EZAF0020";"561";"272";"2.32795698924731"
"EZBA0010";"294";"85";"2.51369863013698"
"EZBA0020";"588";"165";"2.29349736379613"
"EZBA0030";"359";"144";"2.2281690140845"
"EZCA0010";"83";".";"25.68"
"EZCA0020";"77";".";"4.35064935064935"
"EZCA0030";"1421";"271";"4.47974413646055"
"EZCA0040";"808";"181";"3.03643216080402"
"EZCA0050";"32";".";"29.8387096774193"
"EZFA0010";"1040";"799";"0.6770731707317"
"EZFA0020";"1283";"444";"3.72901678657074"
"EZFA0030";"1474";"403";"3.43937329700272"
"EZFA0040";"258";"128";"1.84705882352941"
"EZGF0010";"57";"13";"10.7368421052631"
"EZJF0010";"125";"22";"6.33333333333333"
"EZJF0020";"875";"589";"1.53464052287581"
"EZKA0010";"102";".";"34.1585365853658"
"EZLA0010";"25";".";"13.047619047619"
"EZMA0010";"11392";"4299";"2.80841038406827"
"EZMA0020";"80";"13";"5.725"
"EZMA0030";"2252";"694";"3.65360641139804"
"EZMA0040";"42";"12";"3.38095238095238"
"EZMH0010";"15451";"5650";"12.0146344895518"
"EZNF0010";"21";".";"7.6"
"EZNF0040";"46";"25";"3.9"
"EZNF9000";"33";".";"4.3030303030303"
"EZNH0020";"22";"16";"0.68181818181818"
"EZPA0010";"3970";"671";"3.36816050026055"
"EZPF0030";"150";".";"9.65100671140939"
"EZPF0040";"386";"71";"8.23097112860892"
"EZPP0020";"22";"14";"6.81818181818182"
"EZQA0010";"2152";"1663";"1.89253871421867"
"EZQH0020";"430";"114";"6.51408450704225"
"EZQH0030";"526";"194";"4.60693641618497"
"EZQH0040";"5530";"17";"11.0695135963232"
"EZQJ9000";"6980";"842";"12.5244700748129"
"EZQL0020";"11";".";"8.42857142857143"
"EZQM0010";"13426";"9691";"6.54172714078374"
"EZQM0020";"3168";"891";"11.8326208484051"
"EZSA0010";"840";"274";"3.61031175059952"
"EZSA0020";"659";"185";"6.03898305084745"
"EZSA0030";"1160";"248";"3.58289241622575"
"EZSA0040";"2880";"61";"14.1332595053525"
"EZSF0010";"46";".";"15.2826086956521"
"EZSM0010";"178";".";"17.95"
"FAFA0010";"1530";"1474";"0.0595160235448"
"FAFA0020";"34814";"34335";"0.01987059669302"
"FAFA0050";"486";"148";"0.9381443298969"
"FAFA0060";"6585";"2521";"0.78741832548244"
"FAFA0070";"343";"272";"0.35672514619883"
"FAFA0080";"17476";"16485";"0.10372492836676"
"FAFA0100";"5354";"1836";"0.81724653946876"
"FAFA0130";"10719";"10579";"0.0186776242062"
"FAFA0140";"17034";"2881";"1.42490432734765"
"FAFA0150";"31225";"10583";"0.85123648843698"
"FAND0010";"447";"369";"0.64943820224719"
"FAQX0040";"1715";"306";"3.46948051948052"
"FASD0010";"1771";"156";"2.35538641686182"
"FBFA0010";"102";".";"3.95959595959596"
"FBFA0030";"356";".";"12.4630681818181"
"FBFA9000";"24";".";"4.875"
"FBFC9000";"62";".";"4.46774193548387"
"FBQX0040";"836";"16";"7.83535108958837"
"FCBP0010";"370";".";"4.41463414634146"
"FCBP0020";"8383";"63";"12.5739179314221"
"FCCA0010";"20";".";"2.0625"
"FCFA0010";"112";"19";"3.69369369369369"
"FCFA0020";"960";"35";"4.2489406779661"
"FCFA0030";"45";".";"9.76744186046511"
"FCFA0040";"1301";".";"10.7363145720894"
"FCFA0050";"687";".";"5.08944281524926"
"FCFA0060";"6372";".";"11.1904047976012"
"FCFA0070";"69";"18";"3.36764705882353"
"FCFA0080";"4620";"45";"9.31030725648289"
"FCFA0090";"707";".";"12.0071326676176"
"FCFA0100";"2911";".";"12.9539633091035"
"FCFA0110";"2121";"604";"4.98782862706913"
"FCFA0120";"4938";"1819";"4.83493556964614"
"FCFA0130";"2318";".";"20.6969960818458"
"FCFA0150";"18";".";"3.72222222222222"
"FCFA0160";"5256";"727";"4.18617529119725"
"FCFA0170";"4690";".";"9.70857636638583"
"FCFA0180";"3365";"1362";"3.06085319949811"
"FCFA0190";"3923";"19";"12.3727901614143"
"FCFA0200";"1049";"14";"8.56555023923445"
"FCFA0210";"22199";"9302";"2.2818773489779"
"FCFA0220";"2389";".";"11.9296545914069"
"FCFA0240";"96";"57";"1.5578947368421"
"FCFA0250";"228";".";"13.8377192982456"
"FCFA0260";"31";".";"4.4516129032258"
"FCFA0270";"864";".";"10.3668224299065"
"FCFA0280";"1346";"523";"3.72205663189269"
"FCFA0290";"5770";"1641";"2.97837837837837"
"FCFC0010";"4875";"58";"5.91167258300271"
"FCFC0020";"1595";"202";"4.76340694006309"
"FCFC0030";"6086";"37";"5.71057162534435"
"FCFC0040";"1315";"12";"5.64831804281345"
"FCFC0050";"2281";"37";"6.77240773286467"
"FCHB0010";"889";"272";"8.8551724137931"
"FCNB0010";"28";".";"1.51851851851851"
"FCNH0010";"76";"30";"5.1578947368421"
"FCPA0010";"535";"85";"10.1182170542635"
"FCQH0020";"42";".";"41.7368421052631"
"FCQL0010";"1356";"153";"2.86306439674315"
"FCQX0040";"16754";"3733";"6.9802390827031"
"FCQX0050";"21306";"6970";"1.9609850313858"
"FCQX0060";"28722";"3060";"5.97556700293339"
"FCQX0070";"9644";"3208";"2.08216306853909"
"FCQX0080";"10553";"3613";"2.02314460596786"
"FCQX0100";"21521";"471";"9.10924134062543"
"FCQX0110";"4352";"45";"14.4502314814814"
"FCQX0120";"10164";"84";"10.7416699722332"
"FCQX0280";"6740";"2337";"6.67086112795633"
"FCSA0010";"92";".";"29.2555555555555"
"FCSA0020";"52";".";"16.8823529411764"
"FCSC0010";"12";".";"30"
"FDFB0010";"400";"105";"2.07368421052631"
"FDHB0010";"10852";"4305";"10.151313889691"
"FDHB0020";"4994";"2628";"5.94750762970498"
"FDHB0030";"257";"84";"16.1124497991967"
"FDHB0040";"3646";"2243";"5.70402459474566"
"FDHB0050";"220";"70";"17.7695852534562"
"FDHB0060";"10511";"4751";"10.7029065674343"
"FDQL0010";"47";".";"17.4680851063829"
"FDQX0070";"10282";"4211";"9.10190892821634"
"FEFF0010";"302";"228";"2.71180555555555"
"FEFF0020";"5719";"3829";"1.25015142337977"
"FEHB0010";"88838";"2459";"10.3745591051093"
"FEJF0010";"2921";"1758";"5.28588166373755"
"FEJF0020";"12838";"3006";"11.2658823529411"
"FEJF0030";"4006";"3273";"1.27012098895318"
"FEJF0040";"9370";"4855";"4.02009299236134"
"FEJF0050";"4127";"4078";"0.15414729630535"
"FEJF0060";"2296";"2006";"1.08078994614003"
"FEJF0070";"2995";"1601";"3.09570418705818"
"FEJF0090";"662";"338";"15.8383233532934"
"FELF0010";"1966";"90";"14.9765311963365"
"FELF0020";"2991";"26";"36.3796680497925"
"FELF0030";"19281";"623";"23.656435567209"
"FELF0040";"20773";"1950";"20.6048530282106"
"FELF0050";"94";".";"24.8181818181818"
"FELF0060";"139052";"40407";"9.82484444553749"
"FELF0070";"5295";"41";"52.1510840108401"
"FELF0080";"86";"36";"11.4827586206896"
"FELF0090";"2376";"324";"38.4336399474375"
"FELF0100";"3579";"67";"20.2652825836216"
"FELF0110";"633653";"156261";"9.6051245712077"
"FELF0120";"563";"275";"6.86177105831533"
"FEPF0010";"213";"193";"0.58048780487804"
"FEPF0020";"46";"40";"0.67441860465116"
"FEPF0030";"5545";"4864";"0.77515437704322"
"FEPF0040";"270";"80";"15.5217391304347"
"FEPF0050";"1148";"1029";"0.63386524822695"
"FEQL0020";"107";"81";"1.44660194174757"
"FEQL0030";"54";".";"27.3461538461538"
"FEQL0070";"1195";"602";"0.56438791732909"
"FERP0011";"10721";"9656";"0.75097121227213"
"FERP0012";"9237";"8542";"0.64122310305775"
"FERP0013";"9406";"8640";"0.66368114643976"
"FERP8580";"3778";"3229";"0.77693871623584"
"FFFA0010";"2031";"34";"17.7846153846153"
"FFFA0020";"88";".";"14.9772727272727"
"FFFC0010";"488";".";"7.48971193415638"
"FFFC4200";"30";".";"4.63333333333333"
"FFJA0010";"18";".";"20.1666666666666"
"FFJC0010";"39";".";"7.38461538461538"
"FFQL0010";"87";"79";"2.68235294117647"
"FFQX0050";"838";"14";"13.2195416164053"
"FFSA0010";"204";".";"14.9264705882352"
"FFSC2720";"37";".";"5.94444444444444"
"FGLB0010";"785";"732";"0.12073490813648"
"FGLB0020";"2717";"2464";"0.10300751879699"
"FGLB0040";"1924";"1699";"0.50188476036618"
"FGRB0010";"6036";"5507";"0.64278350515463"
"FGRB0020";"8033";"3017";"0.99664531869472"
"FGRB0030";"13025";"9336";"0.89404839764552"
"FGRB0040";"3852";"3483";"1.29020234291799"
"FGRB0050";"977";"933";"0.28982528263103"
"FGRB0060";"1052";"1013";"0.27099236641221"
"FGRB0070";"2278";"2152";"0.25310834813499"
"FGRD0020";"1074";"1016";"0.11531190926275"
"FGRD0030";"17314";"16714";"0.06511546125893"
"FGRD0040";"130";"102";"0.47899159663865"
"FGRP0030";"682";"524";"1.30866141732283"
"FGRP0050";"321";"142";"4.925"
"FGRP0060";"352";"327";"0.10919540229885"
"FGRP0070";"173";"66";"7.49411764705882"
"GABD0010";"2764";"725";"4.27328714395689"
"GABD0020";"5135";"1305";"4.24563272262462"
"GAEA0010";"66";"16";"2.01515151515151"
"GAFA0010";"76";"53";"0.50666666666666"
"GAFA0020";"2108";"1668";"0.42735042735042"
"GAFA0030";"108";"59";"0.72641509433962"
"GAFA0040";"63";".";"6.29508196721311"
"GAFA0050";"2497";"1981";"0.46187979023799"
"GAFA0060";"76";"19";"2.89473684210526"
"GAFA0070";"11337";"9521";"0.33211255024564"
"GAFA0080";"89";"27";"3.84269662921348"
"GAFA0090";"12";".";"0.33333333333333"
"GAFA0110";"106";"74";"0.56603773584905"
"GAFD0010";"1988";"1297";"1.02379746835443"
"GAFD0020";"2032";"1113";"0.85437881873727"
"GAGD0010";"59";"31";"3.06779661016949"
"GAGD0020";"749";"320";"4.53781512605042"
"GAHA0010";"449";"193";"6.35056179775281"
"GAJA0010";"229";"104";"2.04464285714285"
"GAJA0020";"1158";"223";"3.9763779527559"
"GALD0010";"92";"22";"3.60869565217391"
"GALD0020";"735";"215";"2.73991655076495"
"GALP0020";"12";".";"5.6"
"GAMA0010";"790";"394";"0.82608695652173"
"GAMA0020";"672";"242";"2.01649175412293"
"GAMA0030";"367";"155";"0.86575342465753"
"GAMA0040";"3044";"1024";"0.92322899505766"
"GAMA0050";"215";"95";"0.9018691588785"
"GAMA0060";"54";"14";"2.59259259259259"
"GAMA0070";"29837";"15662";"0.74540206739159"
"GAMA0080";"709";"361";"0.93917963224893"
"GAMA0090";"3763";"1771";"0.74481106971793"
"GAMA0100";"481";"103";"1.67151767151767"
"GAMA0120";"5105";"4096";"0.38581588305017"
"GAMA0130";"896";"231";"1.00559910414333"
"GAMA0150";"477";"228";"0.78224101479915"
"GAMA0160";"3902";"1111";"1.02051808155937"
"GAMA0170";"28";".";"14"
"GAMA0180";"6607";"5724";"0.23935681470137"
"GAMA0190";"650";"406";"0.70633693972179"
"GAMA0200";"484";"182";"0.99380165289256"
"GAMA0210";"224";"32";"3.23318385650224"
"GAMA0220";"655";"424";"0.63053435114503"
"GAMA0240";"1311";"512";"0.76664116296863"
"GAMA0250";"78";"11";"2.08974358974359"
"GAMA0260";"22";".";"2.13636363636363"
"GAME0010";"14736";"7990";"0.72611073137388"
"GAME0020";"214";"161";"0.31308411214953"
"GAND0010";"4253";"2511";"1.68279952550415"
"GAQD0010";"27";".";"4.59259259259259"
"GAQD0020";"124";"115";"0.28181818181818"
"GAQD0030";"37";"35";"0.38888888888888"
"GAQD0040";"192";"121";"0.24264705882352"
"GAQD0050";"24";".";"1.30434782608695"
"GAQD0060";"226";"140";"0.40444444444444"
"GAQD0070";"1839";"1048";"1.63733784545967"
"GAQE0010";"25957";"5484";"10.5944704241529"
"GAQE0030";"1570";"349";"8.58145695364238"
"GASA0010";"108";"50";"1.28703703703703"
"GASE0010";"3734";"1504";"5.21675155631013"
"GASE0020";"386";"137";"5.57407407407407"
"GBBA0010";"42";".";"28.3170731707317"
"GBBA0020";"763";"518";"0.34934497816593"
"GBCA0010";"31";".";"8.29032258064516"
"GBFA0010";"72";"13";"9.38888888888889"
"GBFA0020";"62";".";"5.17741935483871"
"GBFA0030";"37";".";"6.94594594594594"
"GBFA0040";"26";".";"3.20833333333333"
"GBFA0050";"15";".";"7.2"
"GBFA0070";"580";"170";"2.31754385964912"
"GBFA0080";"1351";"553";"0.920059215396"
"GBGD0010";"697";"220";"3.21025641025641"
"GBJA0010";"225";"49";"2.71875"
"GBJA0020";"86";".";"6.29411764705882"
"GBJB0010";"106";"17";"6.3883495145631"
"GBJD0010";"124";"13";"4.97701149425287"
"GBJD0020";"866";"429";"3.67708333333333"
"GBJE0010";"435";"77";"2.75471698113207"
"GBJE0020";"491";"164";"3.64656964656964"
"GBPA0010";"185";"75";"0.90555555555555"
"GBPA0020";"600";"262";"1.02013422818791"
"GBPA0030";"436";"71";"2.16550116550116"
"GBPA0040";"2357";"1625";"0.60206718346253"
"GBPE0010";"18200";"8200";"1.05854607629267"
"GBPE0020";"266";"61";"1.87058823529411"
"GBPE0030";"4314";"1914";"0.91525423728813"
"GBQA0020";"278";"167";"1.68217054263565"
"GBQD0010";"195";"137";"1.32203389830508"
"GBQE0010";"237";"58";"5.72246696035242"
"GBQE0020";"29";".";"2.03448275862068"
"GBQM0010";"61";".";"29.8888888888888"
"GCFA0060";"11";".";"28.9090909090909"
"GCFA0070";"50";".";"6.34"
"GCFD0010";"1207";"942";"0.59733777038269"
"GCFD0020";"38";"28";"1"
"GCME0030";"50";".";"12.063829787234"
"GCME0040";"60";"13";"1.36666666666666"
"GCQE0010";"31526";"4900";"12.407298629397"
"GCQE0020";"1322";"1007";"1.0909780136467"
"GCQE0030";"262";"110";"19.3700787401574"
"GCQX0040";"3262";"1200";"2.11900880339093"
"GCQX0050";"369";"128";"4.22981366459627"
"GDCA0010";"74";".";"12.1756756756756"
"GDEA0010";"211";"20";"2.77619047619047"
"GDFA0040";"45";".";"5.24444444444444"
"GDFA0050";"750";".";"29.704054054054"
"GDFA0060";"112";".";"10.4864864864864"
"GDFA0080";"105";".";"23.8076923076923"
"GDFA0090";"42";".";"27.2380952380952"
"GDFA0100";"37";".";"9.08108108108108"
"GDFA0110";"140";".";"23.3428571428571"
"GDFA0120";"14";".";"25.4285714285714"
"GDFA0130";"40";".";"19.425"
"GDFA0140";"139";".";"18.9496402877697"
"GDFA0150";"26";".";"6.61538461538461"
"GDFA0160";"105";".";"16.4711538461538"
"GDFA0170";"73";".";"26.0136986301369"
"GDFA0180";"68";".";"28.2647058823529"
"GDFE0010";"131";"27";"3.94573643410852"
