,annee,ghm.nro,type,url,10ème percentile de la durée de séjour (en nuitée),95ème percentile de la durée de séjour (en nuitée),Age Moyen,Coefficient de variation,Durée de séjour Maximale (en nuitée),Durée de séjour Minimale (en nuitée),Durée moyenne de séjour (en nuitée),Ecart-Type,Ecart-Type de l'age,Effectif,Mode de la durée de séjour (en nuitée),Médiane de la durée de séjour (en nuitée),Nombre de Décès,Nombre moyen d'actes,Nombre moyen d'actes classants,Nombre moyen d'actes non classants,Nombre moyen de diagnostics associés,Pourcentage de Décès,Variance
0,2017.0,02M024,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=02M024,20,20,58,,20,20,20,,,1,20,20,0,2,0,2,1,0,
1,2017.0,02M024,pub,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=100&ghm=02M024,5,37,"78,53","61,63",37,5,"14,2","8,75","20,78",15,12,12,0,"5,07","0,13","4,93","10,73",0,"76,6"
469,2017.0,14C04Z,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=14C04Z,2,7,"32,22","49,79",8,2,"3,29","1,64","5,53",89,2,3,0,"2,76","1,27","1,49","2,56",0,"2,69"
470,2017.0,14C05Z,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=14C05Z,1,4,"32,39","98,97",20,1,"1,71","1,69","6,01",2612,1,1,0,"2,29","1,1","1,19","0,84",0,"2,87"
477,2017.0,14Z04Z,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=14Z04Z,2,5,"30,47","87,42",31,2,"2,71","2,37","6,02",187,2,2,0,"1,33","0,24","1,09","0,9",0,"5,6"
479,2017.0,14Z06Z,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=14Z06Z,2,9,"30,94","106,31",85,2,"3,86","4,1","5,56",732,2,3,0,"0,82","0,05","0,78","1,68",0,"16,85"
596,2017.0,23M02Z,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=23M02Z,3,8,"65,32","56,98",78,1,"6,09","3,47","12,27",869,6,6,0,"4,88","0,1","4,78","5,03",0,"12,04"
602,2017.0,23Z02Z,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=23Z02Z,4,46,"71,57","90,85",223,1,"17,01","15,46","12,59",21002,7,13,10830,"2,92","0,28","2,64","7,63","51,57","238,86"
738,2017.0,25M02A,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=25M02A,2,11,56,"56,31",12,2,"5,61","3,16","17,26",23,2,5,0,"4,35","0,35",4,"4,48",0,"9,98"
739,2017.0,25M02B,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=25M02B,3,17,"53,11","64,71",25,3,"7,24","4,69","14,19",37,3,6,0,"5,16","0,7","4,46","4,7",0,"21,97"
740,2017.0,25M02C,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=25M02C,5,82,"59,17","114,97",82,4,"19,33","22,23","16,13",12,8,"9,5",0,"7,08","1,17","5,92","7,75",0,"494,06"
741,2017.0,25Z02E,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=25Z02E,6,26,"67,6","40,45",26,6,"18,2","7,36","12,26",5,20,20,5,"12,4","2,2","10,2","10,6",100,"54,2"
746,2017.0,28Z07Z,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=28Z07Z,0,0,"64,68",0,0,0,0,0,"12,15",762838,0,0,7,"0,07",,,"0,53",0,0
747,2017.0,28Z14Z,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=28Z14Z,0,0,"72,56",0,0,0,0,0,"12,48",23308,0,0,1,"1,05",,,"0,91",0,0
748,2017.0,28Z15Z,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=28Z15Z,0,0,"69,46",0,0,0,0,0,"15,09",13384,0,0,0,"1,11",,,"0,98",0,0
767,2017.0,28Z16Z,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=28Z16Z,0,0,"65,41",0,0,0,0,0,"9,23",222,0,0,0,"1,04",,,"1,11",0,0
768,2017.0,01C031,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C031,2,10,"68,24","52,23",14,0,"5,41","2,83","15,54",41,4,5,2,"5,39","1,17","4,22","2,88","4,88",8
769,2017.0,01C032,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C032,4,18,"76,15","79,35",56,3,"9,49","7,53","12,96",67,7,8,0,"6,19","1,18","5,01","6,22",0,"56,74"
770,2017.0,01C033,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C033,4,39,"79,1","79,29",66,4,"16,03","12,71","13,48",39,4,11,3,"9,33","1,64","7,69","9,13","7,69","161,45"
771,2017.0,01C034,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C034,10,109,"72,39","83,89",109,8,"35,33","29,64","13,46",18,13,23,8,"14,61","2,56","12,06","14,33","44,44","878,59"
772,2017.0,01C041,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C041,3,13,"63,19","57,7",36,0,"6,71","3,87","15,02",727,7,6,4,"7,76","1,85","5,91","2,97","0,55","15,01"
773,2017.0,01C042,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C042,5,21,"64,78","58,66",50,3,"9,98","5,85","14,23",548,7,8,5,"8,98","2,02","6,96","5,36","0,91","34,26"
774,2017.0,01C043,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C043,5,43,"63,64","81,86",99,4,"16,49","13,5","14,7",236,8,12,17,"11,43","2,43",9,"7,69","7,2","182,23"
775,2017.0,01C044,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C044,9,100,"62,57","81,55",151,5,"36,88","30,07","15,58",121,23,27,22,"16,9","3,57","13,33","13,18","18,18","904,39"
776,2017.0,01C051,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C051,2,8,"55,66","55,84",23,0,"3,77","2,1","13,04",3787,3,4,2,"2,98","1,53","1,45","2,47","0,05","4,42"
777,2017.0,01C052,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C052,3,15,"67,08","58,26",37,3,"6,66","3,88","15,24",1302,4,6,2,"3,71","1,6","2,11","4,74","0,15","15,05"
778,2017.0,01C053,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C053,5,30,"66,09","101,84",147,4,"12,9","13,13","14,45",403,8,9,8,"6,33","1,83","4,5","7,33","1,99","172,47"
779,2017.0,01C054,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C054,7,56,"65,52","79,25",131,5,"23,39","18,54","12,62",130,12,19,12,"10,45","2,54","7,91","10,99","9,23","343,67"
780,2017.0,01C061,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C061,2,7,"71,69","38,51",17,0,"4,19","1,61","9,11",5810,4,4,8,"4,67","1,46","3,21","3,51","0,14","2,6"
781,2017.0,01C062,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C062,3,11,"73,71","55,31",60,3,"5,75","3,18","9,53",2039,4,5,5,"5,82","1,6","4,22","6,43","0,25","10,1"
782,2017.0,01C063,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C063,4,32,"75,61","82,36",59,4,"10,95","9,02","9,58",326,4,7,5,"8,69","1,97","6,72","9,26","1,53","81,3"
783,2017.0,01C064,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C064,6,43,"76,9","212,03",437,5,"24,72","52,41","7,96",68,8,"13,5",8,"13,31","2,88","10,43","13,6","11,76","2747,25"
784,2017.0,01C081,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C081,1,4,"45,27","62,21",20,1,2,"1,24","18,49",1907,1,2,0,"2,73","2,12","0,62","1,3",0,"1,55"
785,2017.0,01C082,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C082,3,12,"51,88","61,36",20,3,"5,25","3,22","17,91",108,3,4,0,"4,16","2,11","2,05","3,82",0,"10,38"
786,2017.0,01C083,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C083,5,30,"61,9","128,8",77,4,"12,29","15,82","19,06",21,8,8,0,"8,95","3,14","5,81","7,48",0,"250,41"
787,2017.0,01C084,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C084,7,201,"63,27","117,52",201,6,"46,91","55,13","20,43",11,31,31,4,"12,55",3,"9,55","14,82","36,36","3038,89"
788,2017.0,01C08J,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C08J,0,0,"41,39",,0,0,0,0,"17,56",7329,0,0,1,"3,17","2,66","0,51","1,25","0,01",0
789,2017.0,01C091,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C091,2,4,"61,25","34,47",4,2,"2,88","0,99","11,44",8,2,"2,5",0,"3,25",2,"1,25","2,25",0,"0,98"
793,2017.0,01C101,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C101,1,5,"52,9","103,42",43,1,"2,19","2,26","13,47",1144,1,2,0,"2,87","1,61","1,26","0,75",0,"5,11"
794,2017.0,01C102,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C102,3,"15,5","50,45","73,1",20,3,"6,1","4,46","11,9",20,3,"3,5",0,"3,65","1,95","1,7","3,9",0,"19,88"
795,2017.0,01C103,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C103,6,43,"56,8","106,77",43,6,"14,8","15,8","11,9",5,8,8,0,4,"1,4","2,6","4,4",0,"249,7"
797,2017.0,01C111,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C111,8,8,16,,8,8,8,,,1,8,8,0,14,3,11,3,0,
799,2017.0,01C113,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C113,17,17,17,,17,17,17,,,1,17,17,0,18,3,15,4,0,
801,2017.0,01C121,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C121,3,3,3,,3,3,3,,,1,3,3,0,3,2,1,1,0,
803,2017.0,01C123,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01C123,18,18,17,,18,18,18,,,1,18,18,0,14,3,11,6,0,
810,2017.0,01K021,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01K021,2,4,"53,73","30,15",7,0,"2,91","0,88","13,77",114,3,3,0,"7,27","1,85","5,42","0,93",0,"0,77"
811,2017.0,01K022,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01K022,3,17,"53,58","77,01",17,3,"4,42","3,4","15,95",19,3,3,0,"8,26","1,95","6,32","2,74",0,"11,59"
812,2017.0,01K023,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01K023,4,7,"73,75","28,28",7,4,5,"1,41","31,4",4,4,"4,5",0,"9,25",2,"7,25","4,5",0,2
814,2017.0,01K031,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01K031,1,5,"70,15","74,72",37,0,"2,55","1,91","9,6",499,2,2,0,"6,88","2,43","4,45","4,7",0,"3,63"
815,2017.0,01K032,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01K032,3,11,"72,9","99,45",40,3,"4,63","4,6","9,31",154,3,3,0,"8,56","2,3","6,27","10,34",0,"21,2"
816,2017.0,01K033,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01K033,4,28,"76,83","72,62",30,4,11,"7,99","8,97",23,4,8,2,"10,7","2,7",8,"10,57","8,7","63,82"
817,2017.0,01K034,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01K034,28,31,"73,5","7,19",31,28,"29,5","2,12","17,68",2,,"29,5",2,11,"1,5","9,5","17,5",100,"4,5"
818,2017.0,01K04J,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01K04J,0,0,"60,01",,0,0,0,0,"16,66",3903,0,0,0,"1,08","1,05","0,02","0,47",0,0
819,2017.0,01K05J,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01K05J,0,0,"54,12",,0,0,0,0,"14,41",4475,0,0,0,"1,35","1,17","0,19","0,84",0,0
820,2017.0,01K06J,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01K06J,0,0,"57,13",,0,0,0,0,"16,03",3169,0,0,0,"2,99","1,38","1,61","0,6",0,0
821,2017.0,01K071,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01K071,2,24,"54,33","68,52",24,2,"11,89","8,15","17,99",9,2,14,1,"9,78","1,89","7,89","3,67","11,11","66,36"
822,2017.0,01K072,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01K072,3,44,"59,43","69,08",44,3,"19,86","13,72","11,5",7,17,17,0,"10,43","2,14","8,29","5,57",0,"188,14"
823,2017.0,01K073,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01K073,8,28,74,"58,08",28,8,"17,33","10,07","19,97",3,,16,1,"16,67","2,67",14,7,"33,33","101,33"
825,2017.0,01M041,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M041,2,8,"31,34","70,1",22,2,"4,17","2,92","15,73",70,2,3,0,"3,13","0,01","3,11","1,23",0,"8,55"
826,2017.0,01M042,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M042,3,12,"39,87","47,58",15,3,"6,26","2,98","16,98",31,3,5,0,"4,48","0,03","4,45","3,06",0,"8,86"
827,2017.0,01M043,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M043,5,26,"70,18","60,33",26,4,"12,27","7,4","15,01",11,6,10,1,5,"0,09","4,91","7,09","9,09","54,82"
828,2017.0,01M044,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M044,9,25,68,"36,06",25,9,"16,8","6,06","21,13",5,,16,2,"4,2",0,"4,2","7,8",40,"36,7"
829,2017.0,01M051,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M051,1,9,"47,6","80,12",17,1,"3,47","2,78","16,09",136,1,3,0,"3,07",0,"3,07","1,24",0,"7,73"
830,2017.0,01M052,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M052,3,20,"53,68","62,58",24,3,"8,47","5,3","17,3",88,3,7,0,"5,67","0,11","5,56","4,43",0,"28,07"
831,2017.0,01M053,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M053,6,33,"71,77","81,8",92,4,"14,92","12,2","15,34",84,6,"12,5",4,"6,13","0,25","5,88","6,63","4,76","148,87"
832,2017.0,01M054,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M054,7,89,"67,84","94,16",132,5,"28,86","27,18","16,95",43,18,18,9,"11,21","0,77","10,44","11,14","20,93","738,55"
833,2017.0,01M05T,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M05T,0,0,"53,47",,0,0,0,0,"21,74",30,0,0,0,"1,7",0,"1,7","1,07",0,0
834,2017.0,01M071,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M071,1,14,"85,72","105,65",24,1,"3,9","4,12","3,8",184,1,2,2,"2,89","0,09","2,8","2,77","1,09",17
835,2017.0,01M072,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M072,3,18,"86,06","61,35",39,3,"8,62","5,29","4,18",367,3,7,9,"4,14","0,11","4,03","5,81","2,45","27,97"
836,2017.0,01M073,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M073,6,25,"86,56","55,15",62,4,"13,34","7,36","4,35",444,10,12,14,"4,69","0,07","4,62","8,66","3,15","54,11"
837,2017.0,01M074,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M074,7,49,"86,92","82,29",127,5,"20,04","16,49","4,67",93,8,15,16,"5,25","0,15","5,1","12,09","17,2","272,02"
838,2017.0,01M07T,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M07T,0,0,"85,47",,0,0,0,0,"3,63",203,0,0,0,"2,11",0,"2,1","1,29",0,0
839,2017.0,01M081,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M081,1,10,"61,65","110,7",39,1,"3,45","3,81","15,65",381,1,2,1,"3,02","0,1","2,92","1,72","0,26","14,55"
840,2017.0,01M082,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M082,3,23,"68,27","66,71",40,3,"9,39","6,27","10,05",315,4,8,10,"3,87","0,2","3,67","5,48","3,17","39,27"
841,2017.0,01M083,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M083,5,29,"70,93","73,97",84,4,"12,94","9,57","8,18",284,7,10,8,"4,19","0,21","3,98","7,61","2,82","91,56"
842,2017.0,01M084,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M084,7,69,"68,45","92,33",126,5,"22,23","20,52","10,68",66,9,16,16,"6,03","0,58","5,45","11,89","24,24","421,19"
843,2017.0,01M08T,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M08T,0,0,"65,96",,0,0,0,0,"14,39",201,0,0,0,2,"0,01","1,99","1,01",0,0
844,2017.0,01M091,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M091,1,13,"51,87","115,98",17,1,"2,96","3,44","25,01",54,1,2,0,"3,67","0,26","3,41","1,44",0,"11,81"
845,2017.0,01M092,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M092,3,17,"62,35","99,6",43,3,"7,35","7,32","18,34",34,3,"5,5",2,"3,18","0,03","3,15","4,91","5,88","53,63"
846,2017.0,01M093,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M093,5,34,"67,6","68,8",56,4,"15,7","10,8","16,79",40,14,"13,5",2,"4,13","0,25","3,88","8,43",5,"116,68"
847,2017.0,01M094,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M094,7,76,"72,19","69,11",76,6,"30,69","21,21","10,86",16,15,22,4,"7,38","1,13","6,25","13,5",25,"449,83"
848,2017.0,01M09T,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M09T,0,0,"57,1",,0,0,0,0,"11,57",10,0,0,0,"2,9","0,1","2,8","0,2",0,0
849,2017.0,01M101,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M101,1,6,"67,48","80,64",13,1,"2,24","1,81","16,25",165,1,2,1,"3,85","0,27","3,58","2,59","0,61","3,27"
850,2017.0,01M102,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M102,3,16,"72,97","64,47",37,3,"8,42","5,43","14,44",102,4,7,1,"5,69","0,27","5,41",6,"0,98","29,47"
851,2017.0,01M103,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M103,5,23,80,"53,08",35,4,"12,41","6,59","10,04",69,8,11,5,"6,07","0,09","5,99","9,72","7,25","43,36"
852,2017.0,01M104,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M104,12,58,"71,27","59,35",58,8,29,"17,21","18,85",11,,28,1,"10,36","0,64","9,73",10,"9,09","296,2"
853,2017.0,01M10T,pri,https://www.scansante.fr/applications/statistiques-activite-MCO-par-GHM/submit?snatnav=&mbout=undefined&annee=2017&tgeo=fe&codegeo=99&base=9&ghm=01M10T,0,0,"68,44",,0,0,0,0,"14,91",34,0,0,0,"2,97","0,03","2,94","1,09",0,0
